Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota,Geocoding_Status
Naga Swalayan Bekasi,supermarket,,-6.295328499999999,106.9212279,Jalan Hankam Raya,Bekasi,success
Pempek Gaby Jatiasih,restaurant,,-6.29633,106.9593267,Jalan Wibawa Mukti II,Bekasi,success
Casy Catering Mpasi Bayi,restaurant,,-6.2725382,106.9234872,Jalan Lawi Lawi,Bekasi,success
Hotel Gandamanah Bekasi,hotel,,-6.318900499999999,106.9858413,Jalan Raya Narogong,Bekasi,success
Doyan Salad Bekasi,restaurant,,-6.2414842,106.9846061,Jalan Letnan Arsyad,Bekasi,success
Casapatsong Kitchen Garden,restaurant,,-6.245055999999999,106.9758601,Jalan Cendana II,Bekasi,success
Hotel 88 Bekasi,hotel,,-6.2614251,107.0016174,Jalan Cut Mutia,Bekasi,success
Pempek Palembang Gaby,restaurant,,-6.259392499999999,106.9953038,Jalan Cut Mutia,Bekasi,success
Versa Hotel,hotel,,-6.2566921,107.02117739999998,Jalan Haji Mulyadi Joyomartono,Bekasi,success
SUSHIGAN!,restaurant,japanese,-6.274168999999999,106.97393689999998,Jalan Boulevard Raya Barat,Kota Bekasi,skip
PappaRich,restaurant,malaysian,-6.2740234,106.9743794,Jalan Boulevard Raya Barat,Kota Bekasi,skip
Sushi Mura - Pegangsaan Dua,restaurant,,-6.148169800000001,106.91050799999998,Jalan Raya Kelapa Hybrida,Jakarta Utara,success
Indogrosir Bintara,grocery,,-6.2206729,106.9605135,Jalan I Gusti Ngurah Rai,Bekasi,success
Martabak Pizza Orins,restaurant,,-6.2181383,106.9394402,Jalan Raya Pondok Kopi,Jakarta Timur,success
Union,cafe,,-6.1561084,106.9088631,Jalan Boulevard Raya,Jakarta Utara,success
Roti'O,bakery,,-6.255477400000001,107.1451559,Jalan Yos Sudarso,Cikarang,success
Hotel Holiday Inn Cikarang Jababeka,hotel,,-6.294237299999999,107.1452078,Jalan Jababeka Raya,Mekarmukti,success
Oakwood Residence Cikarang,hotel,,-6.2950486,107.1453369,Jalan Jababeka Raya,Mekarmukti,success
Living Plaza Jababeka,supermarket,,-6.299120399999999,107.149876,Jalan Niaga Raya,Pasirsari,success
Gokana Ramen & Tepan Mall Kcp Karawng,restaurant,,-6.3274116,107.2922211,Jalan Raya Galuhmas,Karawang,success
Minimarket Pintu Air 2 Marga Mulya,convenience,,-6.2374299,106.9995336,Jalan Insinyur Haji Juanda,Bekasi,success
Living Plaza Harapan Indah,supermarket,,-6.1843068,106.9746085,Jalan Harapan Indah Bulevar,Bekasi,success
OYO Life 2326 Springlake Apartment,hotel,,-6.223232299999999,106.9984091,Jalan Raya Rawa Bugel,Bekasi,success
OYO 2942 Apartement River View Jababeka,hotel,,-6.294943,107.1347928,Jalan Inspeksi Kalimalang,Wangunharja,success
Pempek Gaby Kranji,restaurant,,-6.225149999999999,106.97957979999998,Jalan Jenderal Sudirman,Bekasi,success
J.CO Donuts & Coffee - Ruko Graha Bulevar Summarecon Bekasi,cafe,,-6.2265487,106.995818,Jalan Bulevar Ahmad Yani,Bekasi,success
Warkop Nitisuka Pasirsari,restaurant,,-6.319346399999998,107.14190189999998,Jalal Ray Gemalapik,Sukaresmi,success
Holywings Bekasi - Margajaya,restaurant,,-6.225132699999999,107.00324759999998,Jalan Bulevar Ahmad Yani,Bekasi,success
Simetri Coffee Roasters - Marga Mulya,cafe,,-6.223477,106.99721049999998,Jalan Raya Rawa Bugel,Bekasi,success
Warteg Lala,restaurant,,-6.263220400000001,107.0826558,Gang Ros 3,Mekarsari,success
FamilyMart,convenience,,-6.249634,106.9090115,Jalan Jati Waringin,Jakarta Timur,success
Kosan Pak Ngateno,motel,,-6.330966299999999,107.30636389999998,Puri Teluk Jambe Blok B10,Karawang,skip
Odua STTD Cibitung,hotel,,-6.291944399999998,107.0683658,Jalan MT Haryono,Cibuntu,success
Mono Music & Caffee,cafe,asian;regional,-6.248647399999999,106.9811926,"Jl. KH. Noer Ali No.52, RT.007/RW.003,",Bekasi,skip
Alam Sari,restaurant,indonesian,-6.347053999999999,107.1818384,Jalana Ganesha Boulevard,Hegarmukti,success
Taliwang Bali,restaurant,indonesian,-6.226101099999999,107.00045389999998,Jalan Bulevar Ahmad Yani,Bekasi,success
Sushi Tei,restaurant,sushi,-6.2250578,107.0014918,Jalan Bulevar Ahmad Yani,Bekasi,success
Bubur Ayam Favorit,restaurant,,-6.189897,107.0254397,Jalan Bumi Mas Utama,,success
Soto Betawi AWWA,restaurant,lunch;cafe/diner;breakfast;meat;indonesian;coffee_shop;asian,-6.2137973,107.0221721,Jalan Telaga Mas 1,Bekasi,skip
Ayam Geprek Ibu Erwin,restaurant,chicken;asian,-6.3267438,106.97447859999998,Villa Nusa Indah 2 EE6,Bogor Regency,skip
NgopiMura,cafe,coffee_shop,-6.317089799999999,107.0252591,"Jl. WR. Supratman, RT.001/RW.007, Cimuning, Kec. Mustika Jaya",Bekasi,skip
rumah khorul,guest_house,,-6.210286699999999,107.0619875,Jalan Anggrek 4,Jalenjaya,success
"DAMANKA, Bekasi Selatan.",restaurant,coffee_shop;asian,-6.2795608,106.9691195,Jalan Pengairan,Bekasi Selatan,skip
Soto Ayam Ceker Surabaya,restaurant,,-6.2950892,106.9983717,Gang Haji Siin,Bekasi,success
Nasi Uduk Pecel Lele Mas Kasirun (Cab Kranggan),restaurant,,-6.2951842,106.99906160000002,Jalan Caringin,Bekasi,success
Warung,convenience,,-6.2961454,106.9985121,Gang Tengah,Bekasi,success
Ratu Galuh Seafood,restaurant,seafood,-6.3189242,107.2925958,Jalan Raya Galuhmas,Karawang,success
Richcheese,restaurant,,-6.247770699999999,106.9138602,Jalan Laksamana Malahayati,Jakarta Timur,success
Chigo by Kenangan,fast_food,chicken,-6.320882599999999,107.0159844,Jalan Raya Zamrud Selatan,Bekasi,success
Pempek Gaby Express,fast_food,fish_and_chips,-6.3207846,107.0160935,Jalan Raya Zamrud Selatan,Bekasi,success
Crisbar,fast_food,,-6.320722099999999,107.01615859999998,Jalan Raya Zamrud Selatan,Bekasi,success
Pecel Lele Eka Jaya,restaurant,seafood,-6.3206574,107.01622059999998,Jalan Raya Zamrud Selatan,Bekasi,success
Perpustakaan Yayasan DHARMAIS,cafe,,-6.205379799999999,106.9913535,"Jalan Pisang No.13A, RT.004/RW.005, Harapan Jaya, Kecamatan Bekasi Utara, Kota Bekasi, Jawa Barat 17124",Bekasi,success
Warung Mama Naya,supermarket,,-6.3576096,107.08991539999998,Jalan Garuda 7,kabupaten Bekasi,skip
Mie Ayam Bakso Echo Barokah,restaurant,,-6.2896827,107.0000454,Jalan Makrik,Bekasi,success
Upnormal Coffee,cafe,,-6.3669222,107.36047589999998,Jalan Tol Jakarta–Cikampek,Karawang,success
Soto Ayam Mbak Lily,restaurant,,-6.2948025,106.99972529999998,Jalan Makrik II,Bekasi,success
Amanda Brownies,bakery,,-6.3417147,107.1201173,Jalan Raya Cibarusah,Serang,success
KAKI LIMA PIK PENGGILINGAN,restaurant,daerahregional,-6.204903699999999,106.9349763,Jalan Raya Penggilingan,Jakarta Timur,success
Seblak Baso Aci Neng Iyen,fast_food,,-6.2731309,106.9471399,Jalan Tirta Perdana,Bekasi,success
Timur Coffee,cafe,,-6.2717457,106.9469746,Jalan Ikan Paus Raya,Bekasi,success
warung upnormal,cafe,coffee_shop,-6.2778152,107.0464575,Jalan Boulevard Grand Wisata,Bekasi,skip
Kopi Oi,cafe,coffee_shop;indonesian,-6.259246599999999,107.0549706,Jalan Hasanuddin,Tambun,success
warung nasi bebek,restaurant,,-6.205665299999998,107.01071799999998,Jalan Kaliabang,Bekasi,success
Mie Ayam,restaurant,,-6.2062311,107.0141233,Jalan Kaliabang,Bekasi,success
Nord Place,cafe,coffee_shop;indonesian,-6.121617999999999,106.902783,Jalan Cemara Angin,DKI Jakarta,skip
Brewska Cafe,cafe,coffee_shop;indonesian;dessert,-6.1218574,106.9025415,Jalan Dewi-Dewi,DKI Jakarta,skip
Intermedia Book Store,supermarket,,-6.316653399999999,107.02014289999998,Jalan Raya Zamrud Selatan,Kota Bekasi,skip
Nasi Goreng Adella,restaurant,,-6.2950561,106.9982337,Jalan Caringin,Bekasi,success
Nasi Goreng 89,fast_food,,-6.295332899999999,106.9991637,Jalan Caringin,Bekasi,success
Warkop Zaskia,coffee,,-6.286377299999998,107.0025858,Jalan Bojong Permai Raya,Bekasi,success
Sate Padang,restaurant,,-6.286360899999999,107.00250269999998,Jalan Lumbu Utara,Bekasi,success
Toko Eca,convenience,,-6.290149099999999,106.99730689999998,Jalan Batu Virus Raya,Bekasi,success
Soto Ayam Laa-PINDO,restaurant,,-6.284776,107.00246049999998,Jalan Makrik,Bekasi,success
Nasi Uduk Malam Mama Putri,fast_food,nasi_uduk,-6.2951217,106.99884629999998,Jalan Makrik II,Bekasi,success
Warung Tegal TM,restaurant,,-6.2805653,106.9980336,Jalan Lumbu Barat Raya,Bekasi,success
Susu Jahe Merah,beverages,,-6.295062,106.999137,Jalan Makrik II,Bekasi,success
Ucok,convenience,,-6.2693207,107.0072509,Gang Mandor Benin,Bekasi,success
Bakmi Kenanga,restaurant,chinese,-6.285330599999998,106.936261,Jalan Duta Indah Raya,Bekasi,success
Mie Ayam Idola,restaurant,noodle,-6.2853613,106.9362429,Jalan Duta Indah Raya,Bekasi,success
Global Bakery,bakery,,-6.3122522,106.9886213,Jalan Haji Jole,Bekasi,success
Nasi Bebek Khas Madura,restaurant,,-6.2953261,106.9991334,Jalan Caringin,Bekasi,success
Mang Engking Kelapa Gading,restaurant,seafood;regional;chicken,-6.159886,106.902129,Jalan Pelepah Raya,"Kelapa Gading, North Jakarta",skip
LU'MIERE Grand Metropolitan,restaurant,cake;dessert;chocolate,-6.2492185,106.9844682,Jalan K. H. Noer Ali,Kota Bekasi,skip
Pojok Kuliner 19,food_court,,-6.2684893,107.0367949,Burger King Drive-Thru,Lambangsari,success
Indomaret Point,convenience,,-6.2686373,107.03729509999998,Burger King Drive-Thru,Lambangsari,success
Restoran Simpang Raya,restaurant,indonesian,-6.2688919,107.0371436,Burger King Drive-Thru,Lambangsari,success
Burger King,fast_food,burger,-6.268843899999999,107.0368271,Starbucks Drive-Thru,Lambangsari,success
Batavia Cafe,cafe,,-6.271320199999998,107.0390023,Jalan Tol Jakarta–Cikampek,Lambangsari,success
Indomaret Fresh,convenience,,-6.2715151,107.03957060000002,Jalan Tol Jakarta–Cikampek,Lambangsari,success
Kebab Bang Aji,fast_food,,-6.295140399999999,106.9968424,Jalan Caringin,Bekasi,success
Piscok Meleer,fast_food,,-6.295134400000001,106.9968747,Jalan Caringin,Bekasi,success
Pecel Lele Cak Rony,restaurant,,-6.294985699999999,106.9968209,Jalan Caringin,Bekasi,success
Avilo Aquatic,seafood,,-6.2999834,106.99899449999998,Jalan Raya Mustikasari,Bekasi,success
Alfamart Graha Asri Residence,convenience,,-6.3186832,107.35392389999998,Jl. Wagir,Karawang,success
Warteg Subsidi Bahari,restaurant,,-6.2585921,106.9955279,Jalan RA. Kartini,Bekasi,success
Warkop,cafe,,-6.258486799999999,106.9956072,Jalan RA. Kartini,Bekasi,success
Sate Padang Sabana 1,fast_food,,-6.273627499999999,107.0006137,Jalan Lumbu Barat Raya,Bekasi,success
Bubur Ayam Cirebon,fast_food,,-6.273174699999999,107.0084286,Jalan Narogong Asri VII,Bekasi,success
CAFE CEGE by Coffee Grounds,cafe,coffee_shop;cafe,-6.1656078,106.9247833,Jl. Sedayu City Boulevard Blok SCBRA. No. +010,Jakarta Timur,skip
Sakura Park Hotel,hotel,,-6.3684465,107.1788272,Jalan Deltamas Boulevard,Sukamahi,success
warung tahu,restaurant,indonesian;asian;breakfast;lunch;diner,-6.1521531,106.90597479999998,Jalan Raya Kelapa Nias QB5,"Kelapa Gading, North Jakarta",skip
C & R Jelly,bar,,-6.235574499999999,107.0451453,Jalan Kavling Hankam V,Bekasi,skip
Malamig,cafe,,-6.2553545,106.9754675,Jalan Pulo Permatasari Raya,Bekasi,success
Kedai Liwet Nusantara,restaurant,daerahregional;nasi_liwet,-6.2245376,106.9372701,Jalan Bunga Rampai Raya,Jakarta Timur,success
Sate Padang Pariaman,fast_food,,-6.279158,107.00693029999998,Jalan Narogong Asri,Bekasi,success
"Warung Nasi Kuningan ""Teteh""",restaurant,,-6.2682025,107.0067936,Jalan Pengasinan Raya,Bekasi,success
Rumah Naira,restaurant,regional,-6.200025899999999,107.0072808,Jalan Dewi Sartika,Bekasi,success
Cafe Bonex,cafe,,-6.2174516,107.08546819999998,Jalan Tol Cibitung–Cilincing,Muktiwari,success
Cafe AMBASADOR Karaoke & House music,cafe,,-6.2182242,107.08580019999998,Jalan Raya Kali CBL,Muktiwari,success
CAFE MAWAR BODAS,cafe,,-6.218829499999999,107.0858136,Jalan Tol Cibitung–Cilincing,Muktiwari,success
CAFE DELTA,cafe,,-6.220275999999999,107.0863856,Jalan Tol Cibitung–Cilincing,Muktiwari,success
Wacika Coffee & Eatery,cafe,coffee_shop;japanese;chicken,-6.130171899999999,106.9010923,Jalan Plumpang Semper,DKI Jakarta,skip
new dapoer desa,restaurant,,-6.1159826,106.9097306,Jalan Muncang Raya,Jakarta Utara,success
PASAR PAMOR,supermarket,,-6.238594999999999,107.08835639999998,Jalan Raya B. Bosih,Wanasari,success
"Doyan Ayam Gn. Putri, Bogor",restaurant,chicken;indonesian,-6.429767299999999,106.92916959999998,"Jl. Mercedes Benz, Cicadas, Kec. Gn. Putri",Kabupaten Bogor,skip
"Doyan Ayam Rawalumbu, Bekasi",restaurant,chicken;indonesian,-6.273099800000001,107.0007997,"Jl. Tri Satya Blok I No.11, RT.001/RW.007, Pengasinan, Kec. Rawalumbu",Kota Bekasi,skip
"Doyan Ayam Jatisampurna, Bekasi",restaurant,chicken;indonesian,-6.3825809,106.92414829999998,"Ruko Citywalk 1 No.20 Citra Grand Cibubur, RT.005/RW.011, Jatikarya, Kec. Jatisampurna",Bekasi,skip
"Doyan Ayam Jatiasih, Bekasi",restaurant,chicken;indonesian,-6.330905799999999,106.9455313,"Jl. Wibawa Mukti 2, KP. Cakung RT 002 / RW 003 No. 62 Jatisari, Kec. Jatiasih",Kota Bekasi,skip
Warung Jambu QQ,convenience,,-6.3230303,106.9251891,pos 3,Bekasi,skip
Mie Aceh & Nasi Goreng BANG JOEL,restaurant,,-6.1557436,106.92320359999998,Jalan Siak,Jakarta Utara,success
Lembayung Coffee,cafe,,-6.278357699999999,107.0339248,Jalan Bima Buana XI,Lambangsari,success
alfamart,supermarket,,-6.346102899999999,106.9431787,Jalan Wibawa Mukti II,Bekasi,success
RM Masakan Padang,restaurant,,-6.2861946,107.00200359999998,Jalan Bojong Permai Raya,Bekasi,success
Uthe Grosir,supermarket,,-6.2128415,107.03691419999998,Jalan Cluster Alamanda 18,Bekasi,skip
Warung Babeh,convenience,,-6.312143,107.3560021,Jl. Wagir,Karawang,success
Payakumbuah Masakan Padang,restaurant,,-6.2454615,107.00813929999998,Jalan Insinyur Haji Juanda,Bekasi,success
Raqqila Snack,fast_food,,-6.2953287,106.9994534,Jalan Caringin,Bekasi,success
Ruwang Coffeehouse,cafe,,-6.2258639,107.00800909999998,Jalan Perjuangan,Bekasi,success
Ketupat Sayur Gulai Tunjang Uni Ema,fast_food,padang,-6.2819952,106.99711949999998,Jalan Dasa Dharma,Bekasi,success
Komplek Kos dan Kontrakan Cikumpay,guest_house,,-6.4987662,107.4901124,"Jalan Desa Cikumpay, Purwakarta",Purwakarta,success
The Little Jasmine,cafe,,-6.252970000000001,107.0025634,Jalan Mayor Madmuin Hasibuan,Bekasi,success
Seblak Prasmanan Bu Dewan,fast_food,,-6.359243799999998,106.9898764,Jalan Artesis,Bekasi,success
Cireng Keraton,fast_food,,-6.351761899999999,107.1961811,,Pasirtanjung,success
Chicol Taste of Korea,fast_food,,-6.351713899999999,107.19682749999998,,Pasirtanjung,success
Kwetiauw 28 Aho,restaurant,,-6.351745899999999,107.1965083,,Pasirtanjung,success
Chicking,fast_food,,-6.351897799999999,107.1965298,,Pasirtanjung,success
Blvckbelt,restaurant,,-6.351257999999999,107.195178,,Pasirtanjung,success
Gamchi,restaurant,,-6.350988799999999,107.1944028,,Pasirtanjung,success
Pho Ba Ba,restaurant,,-6.350858199999999,107.1942231,,Pasirtanjung,success
Gion The Sushi Bar,restaurant,,-6.350746199999999,107.19387170000002,,Pasirtanjung,success
Izuka Gyoza,restaurant,,-6.352204399999999,107.1965459,,Pasirtanjung,success
Han Guksu,restaurant,,-6.350850199999999,107.1953416,,Pasirtanjung,success
Haraku Ramen,restaurant,,-6.3507116,107.1941507,,Pasirtanjung,success
D'Crepes,fast_food,,-6.352023099999999,107.1968222,,Pasirtanjung,success
Gyukaku,restaurant,,-6.3513114,107.194899,,Pasirtanjung,success
Miss Thai Boat Noodle,restaurant,,-6.3511354,107.1940407,,Pasirtanjung,success
Kyochon 1991,restaurant,,-6.351892499999998,107.19680069999998,,Pasirtanjung,success
Pancious,fast_food,,-6.3516073,107.196739,,Pasirtanjung,success
Aunti Anne's,cafe,,-6.351404699999999,107.1964896,,Pasirtanjung,success
Sushi King,restaurant,,-6.3516686,107.1963125,,Pasirtanjung,success
Butter Toast,cafe,,-6.3510021000000005,107.1940568,,Pasirtanjung,success
Boost Juice,cafe,juice,-6.350930199999999,107.1958458,,Pasirtanjung,success
Sushi Go,restaurant,,-6.3515060000000005,107.1967176,,Pasirtanjung,success
Doner Kebab,fast_food,,-6.3521511,107.19709039999998,,Pasirtanjung,success
Jolly Time Popcorn,fast_food,,-6.3513487,107.1954864,,Pasirtanjung,success
Zenbu,restaurant,,-6.351026099999999,107.1953228,,Pasirtanjung,success
Ta Wan,restaurant,,-6.3515939,107.1954918,,Pasirtanjung,success
Mixue,ice_cream,,-6.351055399999999,107.1951243,,Pasirtanjung,success
Bageur Tengkleng & Siomay,restaurant,,-6.351314,107.19596919999998,,Pasirtanjung,success
Baso A Fung,restaurant,,-6.351119399999999,107.1951833,,Pasirtanjung,success
Chadol Gujeolpan,restaurant,,-6.3511541,107.1954194,,Pasirtanjung,success
Soto Betawi by Warung Betawi,restaurant,,-6.351026099999999,107.19380999999998,,Pasirtanjung,success
Hop Hop Signature,fast_food,,-6.351564599999999,107.1961758,,Pasirtanjung,success
Kimukatsu,restaurant,,-6.351204699999999,107.1963984,,Pasirtanjung,success
Susu Mbok Darmi,cafe,,-6.352244399999999,107.19678999999998,,Pasirtanjung,success
Dapur Solo,restaurant,,-6.351612599999998,107.1964332,,Pasirtanjung,success
The Veranda Dine & Chill,restaurant,,-6.3508635,107.1949795,,Pasirtanjung,success
Montato,fast_food,,-6.350988799999999,107.1946764,,Pasirtanjung,success
Penyetan Cok,restaurant,,-6.35141,107.1957466,,Pasirtanjung,success
Pepper Lunch,fast_food,teppanyaki,-6.351026099999999,107.1961462,,Pasirtanjung,success
Ramen Beast,restaurant,,-6.351084799999999,107.1958378,,Pasirtanjung,success
Seirock Ya Ramen,restaurant,,-6.351124799999999,107.1946415,,Pasirtanjung,success
HokBen,fast_food,japanese,-6.3517859,107.1967256,,Pasirtanjung,success
Steak 21,restaurant,,-6.3516712,107.1960255,,Pasirtanjung,success
Sate Dombud,restaurant,,-6.3508608,107.1939898,,Pasirtanjung,success
Dum Dum,cafe,,-6.3520098,107.1971655,,Pasirtanjung,success
Yammie Hotplate,restaurant,,-6.3510101,107.1942151,,Pasirtanjung,success
Taichan Gmoy,restaurant,,-6.3518258,107.1970046,,Pasirtanjung,success
Mad Coco,cafe,,-6.350850199999999,107.1945074,,Pasirtanjung,success
Pika Piku,ice_cream,,-6.3508714999999984,107.1951511,,Pasirtanjung,success
Maison Tatsuya,restaurant,,-6.351140799999999,107.19492579999998,,Pasirtanjung,success
Noodle King,restaurant,,-6.352060399999999,107.1966317,,Pasirtanjung,success
Imperial Kitchen & Dimsum,restaurant,,-6.3519085,107.196326,,Pasirtanjung,success
Nasgor Rendang One,restaurant,,-6.3514846,107.195929,,Pasirtanjung,success
Yakiniku Like,restaurant,,-6.351852500000001,107.19723249999998,,Pasirtanjung,success
YaminQu,restaurant,,-6.3515993,107.1958941,,Pasirtanjung,success
Marugame Udon,fast_food,noodle,-6.3511541,107.1943894,,Pasirtanjung,success
Nomou Izakaya,restaurant,,-6.351975099999999,107.1974069,,Pasirtanjung,success
Sushi Hiro,restaurant,,-6.351911199999999,107.19669879999998,,Pasirtanjung,success
Yen Saigon Group,restaurant,,-6.350924799999999,107.194612,,Pasirtanjung,success
Pusaka Rempah,restaurant,,-6.3512527,107.1958029,,Pasirtanjung,success
Shabu Jin,restaurant,,-6.351255399999999,107.1956527,,Pasirtanjung,success
Shake Shake in a Tub,cafe,,-6.350930199999999,107.19616229999998,,Pasirtanjung,success
Sinar Garut 27,restaurant,,-6.3509621,107.19484,,Pasirtanjung,success
Sour Sally,cafe,,-6.351306,107.19540600000002,,Pasirtanjung,success
Waroeng Bakudapa Manado,restaurant,,-6.351417999999999,107.1961275,,Pasirtanjung,success
Susuru,cafe,,-6.351401999999999,107.1962857,,Pasirtanjung,success
The People's Cafe,cafe,,-6.351564599999999,107.19692139999998,,Pasirtanjung,success
YOSHINOYA,restaurant,fish;fish_and_chips;japanese,-6.376310599999999,106.904061,"Raflesia Hills No.50. Jl. Alternatif Cibubur, Harjamukti, Cimanggis, Depok",Depok,success
AIKO Coffee,coffee,,-6.3763282,106.903066,"Ruko Raffles Hills, Jl. Alternatif Cibubur, Harjamukti, Cimanggis, Depok",Depok,success
Bube Food & Beverages,beverages,,-6.395568699999999,106.9000288,"Ruko Suarwood, Jl. Raffles Hills Boulevard",Depok,success
RedDoorz,hotel,,-6.3868755,107.40086499999998,Jalan Raya Kosambi,Karawang,success
Kedai Kopi Prambanan,cafe,,-6.260817399999998,107.0052569,Jalan Prambanan,Bekasi,success
Alfamart Rawa Lumbu 3,convenience,,-6.2767857,106.999271,Jalan Lumbu Barat Raya,Bekasi,success
Majang Korea - The Best K-BBQ,restaurant,korean,-6.309093999999998,107.304685,Jalan Pasundan,Karawang,success
Toko Fajar 2 Karawang,convenience,,-6.308668499999999,107.3030861,Jalan Tujuh Pahlawan Revolusi,Karawang,success
Shell Select,convenience,,-6.3585541,107.1815322,Jalan Deltamas Boulevard,Sukamahi,success
Indomaret Swadaya Pagelarang,convenience,,-6.301588799999999,106.9132091,Jalan Pagelarang,Jakarta Timur,skip
Kopi Harmoni,cafe,noodle;chicken;tea;coffee_shop,-6.2282162,106.96441369999998,Jalan Bintara XIV,Bekasi,skip
Alfamart Kelapa Dua,convenience,,-6.312951699999998,107.0106502,Jalan Kelapa Dua,Bekasi,success
Restoran & Pemancingan Mang Ajo,restaurant,,-6.3266841,107.27492719999998,Jalan Pintu Air Wadas,Karawang,success
Sindang Reret Restaurant & Convention,restaurant,,-6.3184202,107.2708898,1,Karawang,success
SHSD Sambel Hejo Sambel Dadak,restaurant,,-6.3219962,107.27180749999998,1,Karawang,success
Wisma Gahalta,hotel,,-6.3352926,107.3373725,Jalan Bypass Tanjungpura,Karawang,success
Ayam Galau Klari,restaurant,chicken;fish_and_chips;asian,-6.3358826,107.3430257,Jalan Citra Kebun Mas,Karawang,success
Toko Aziz Grosir,grocery,,-6.3342058,107.3433681,Jalan Citra Kebun Mas,Karawang,success
D'BRO Chicken & Burger,fast_food,chicken;burger,-6.335544099999999,107.3428486,Jalan Citra Kebun Mas,Karawang,success
